Start,End,Lobbyist,Client,Industry,ClientAddress
2014-08-20,2015-08-20,Jimmy Bennett Sr. ,Brian Bailey Homes,Builder,"2414 Exposition Ste B100
Austin, Texas
(30.29746, -97.767739)"
2016-01-07,2017-01-06,Lynn Carley,"Success Foods Management, LLC/DBA Torcy's Tacos",Restaurant,"4501 Springdale Road
Austin, Texas 78723
(30.288345, -97.681052)"
2016-01-12,2017-01-11,Chuck Rice,UMLAUF Sculpture Gardens & Museum,Non-Profit Educational Charity,"605 Robert E. Lee Road
Austin, Texas 78704
(30.263865, -97.766207)"
2015-01-09,2016-01-09,Pete Winstead,LS Travel Retail North America,"Specialty food, retail and merchandise stores","370 King Street, 6th Floor
Toronto, Texas
(42.227009, -70.814578)"
2016-01-16,2017-01-15,Leah Bojo,Austin Fairchild Management,Real Estate Developement,"6929 Airport Blvd., Suite 137
Austin, Texas 78752
(30.336574, -97.718265)"
2015-06-13,2016-06-12,Mary Nabers,Crown Castle USA Inc.,Wireless Infrastructure,"2000 Corporation Dr
Canonsburg, Pennsylvania 15317
"
2015-04-25,2016-04-24,Jed Buie,"RedLeaf Properties, LLC",Real Estate,"4330 Gaines Ranch Loop, Suite 100
Austin, Texas 78735
(30.242061, -97.815905)"
2013-01-03,2014-01-03,Nicholas Miller,"MSW-NSG Real Estate Ventures, Ltd.",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303906, -97.736999)"
2015-10-23,2016-10-22,"Derlis ""Trey Salinas III",Apex Bethel Energy Center LLC,Energy,"3200 SW Freeway, Suite 2210
Houston, Texas 77027
(29.730185, -95.42886)"
2012-03-23,2013-03-23,Joel Romo,American Heart Association,Non-profit Public Health Organization,"10900-B Stonelake Blvd, Ste 320
Austin, Texas 78759
(30.400285, -97.735936)"
2015-06-27,2016-06-26,Alexandra Jashinsky,"Lippincott Capital, Ltd.",Property Owner,"2322 Townes Lane
Austin, Texas 78703
(30.297377, -97.764223)"
2011-08-17,2012-08-16,Travis Phillips,Versa Development,Property Owner,"4733 College Park, Suite 200
San Antonio, Texas 78249
(29.587342, -98.579292)"
2013-01-03,2014-01-03,Nicholas Miller,"URSTCO, L.P.",Property Owner,"6025 Kelsing Cove
Austin, Texas 78735
(30.247962, -97.876388)"
2015-10-15,2016-10-14,Michele Haussmann         ,"KDR Equities, LLC",Real Estate Development,"4125 Swiss Ave., Ste.100,
Dallas, Texas 75204
(32.795679, -96.777408)"
2012-10-22,2013-10-22,Donald Martin,"OHL, USA",Real Estate,"9725 NW 117th Ave, Suite 105
Miami, Florida 33178
(25.863834, -80.386802)"
2015-08-19,2016-08-18,Ryan Thompson,Allegiant Air,Airlines,"1201 N. Town Center Drive
Las Vegas, Nevada 89144
(36.184025, -115.309965)"
2015-10-15,2016-10-14,Michele Haussmann         ,"93 Red River Investors, Ltd.",Real Estate Development,"500 West 5th Street, Suite 700
Austin, Texas 78701
(30.26846, -97.747893)"
2015-10-06,2016-10-05,Steven Metcalfe,Stratford Land,Real Estate Development,"5949 Sherry Lane, Suite 1750
Dallas, Texas 75225
(32.862324, -96.810102)"
2015-06-27,2016-06-26,Alexandra Jashinsky,McAdams Enterprises LLC,Property Owner,"4511 Avenue D
Austin, Texas 78751
(30.309833, -97.728853)"
2015-12-24,2016-12-23,Richard Suttle,"Accelerator Holdings, LLC",Real Estate Investment/Development,"301 Congress Avenue, Suite 220
Austin, Texas 78701
(30.265358, -97.743798)"
2015-09-16,2016-09-15,Emily Timm,Workers Defense Project,Non- Profit,"5604 Manor Road
Austin, Texas
(30.30366, -97.68229)"
2016-01-07,2017-01-06,Amanda Morrow,Forestar (USA) Real Estate Group ,Land Development & Sales,"6300 Bee Cave Road Building 2, Suite 500
Austin, Texas 78746
(30.296418, -97.830654)"
2016-03-14,2017-03-14,K Watson,Home Slice Pizza,Real Estate Development,"1421 S. Congress
Austin, Texas 78704
(30.249046, -97.749868)"
2016-01-07,2017-01-06,Lynn Carley,Gables Residential,Real Estate Investment/Development,"1540 North Avenue NW
Altanta, Georgia 30318
(33.768033, -84.438207)"
2013-01-03,2014-01-03,Wm. Bray,"Constructive Ventures, Inc.",Property Owner,"100 East Eighth Street
Austin, Texas 78702
(30.269934, -97.742119)"
2010-06-24,2011-06-24,Alison Gardner,Versa Development,Property Owner,"4733 College Park, Suite 200
San Antonio, Texas 78249
(29.587342, -98.579292)"
2010-06-24,2011-06-24,Alison Gardner,"Lehmann, Sandy ",Real Propery Owner,"400 West 15th
Austin, Texas 78701
(30.278024, -97.743199)"
2016-03-14,2017-03-14,K Watson,Aspen Heights,Real Estate,"1301 S. Cap of Texas Hwy, Bldg. B, Suite 201
Austin, Texas 78746
"
2016-01-13,2017-01-12,Peter Cesaro,"Twelve Lakes, LLC",Property Owner,"2001 Bryan St. Suite#1550
Dallas, Texas 75201
(32.785014, -96.79617)"
2015-08-01,2016-07-31,Jeffrey  Howard,"Endeavor Real Estate Group, Ltd.",Real Estate Development,"P.O. Box 140646
Austin, Texas 78714
"
2015-12-24,2016-12-23,Richard Suttle,KIPP Austin Public School,Public School,"8509 FM 969, Bldg 513
Austin, Texas 78757
(30.277029, -97.637599)"
2016-01-07,2017-01-06,Lynn Carley,"Walton Stacy Office Partners IV, L.P.",Real Estate Development,"823 Congress Avenue, Suite 1111
Austin, Texas 78701
(30.270141, -97.742042)"
2015-10-15,2016-10-14,Michele Haussmann         ,Austin Fairchild Management,Real Estate Developement,"6929 Airport Blvd., Suite 137
Austin, Texas 78752
(30.336574, -97.718265)"
2014-08-20,2015-08-20,Jimmy Bennett Sr. ,"Barlin, Peter",Land Developement Code Related Issues,"PO Box 40127
Austin, Texas 78704
"
2016-01-07,2017-01-06,Amanda Morrow,"Attal, Deborah & Gary",Real Estate Development/ Investment,"300 W. Sixth Street Suite 2100
Austin, Texas 78701
(30.268876, -97.745732)"
2016-01-20,2017-01-19,David Armbrust            ,Barshop & Oles Company,Real Estate,"801 Congress, Suite 300
Austin, Texas 78701
(30.270117, -97.74205)"
2016-02-23,2017-02-22,Mark Littlefield,Force Multiplier Solutions,Child Safety,"5804 River Oaks Rd
S Harahan, Louisiana 70123
(29.960706, -90.202265)"
2015-09-29,2016-09-28,Jeffrey Heckler,"Reagan National Advertising, Incorporated",Outdoor Advertising,"7301 Burleson Road
Austin, Texas 78744
(30.194882, -97.701687)"
2015-12-24,2016-12-23,Richard Suttle,EHB Companies,Real Estate Investment/Development,"9755 West Charleston Blvd
Las Vegas, Nevada 89117
(36.158893, -115.311575)"
2014-08-20,2015-08-20,Jimmy Bennett Sr. ,Dana Copp Builder,Builder,"305 Briarwood
Austin, Texas 78746
(30.280449, -97.801941)"
2016-01-07,2017-01-06,Lynn Carley,"Magellan Development Group, LLC",Real Estate Investment,"225 N. Columbus Drive, Suite 100
Chicago, Illinois 60601
(41.886356, -87.620644)"
2016-01-12,2017-01-11,Tahuahua Geoffrey,Home Builders Association of Greater Austin,Trade Association,"8140 Exchange Dr
Austin, Texas 78754
(30.331543, -97.673678)"
2010-06-24,2011-06-24,Alison Gardner,Crescent Recourses ,Real Property Owners,"11 Village Park Square
Bluffton, South Carolina 29910
(32.208355, -80.881173)"
2015-05-19,2016-05-18,Shannon Noble,Vert Cab,Prospective Taxi Franchise,"3409 Executive Center Dr., Ste. 210
Austin, Texas 78731
(30.358659, -97.746737)"
2016-01-13,2017-01-12,Peter Cesaro,"Tantallon Austin Hotel, LLC ",Land Owner,"1500 San Lake Road
Orlando, Florida 32809
(28.450351, -81.398017)"
2015-04-24,2016-04-23,Nikelle Meade,Mill Creek Residential Trust,Developer,"2001 Bryan Street, Suite 3275
Dallas, Texas 75201
(32.785014, -96.79617)"
2013-01-03,2014-01-03,Wm. Bray,KB Home,Real Estate Development,"1911 Burnet Road
Austin, Texas 78758
"
2015-07-21,2016-07-20,Amanda Swor,Hixon Properties,Real Estate Development,"315 East Commerce Street, Suite 300
San Antonio, Texas 78205
(29.423941, -98.488711)"
2012-09-27,2013-09-27,Amelia Lopez,"Rancho Garza, Ltd",Land Development,"17830 Serene Hills Pass
Austin, Texas 78738
(30.343732, -98.005485)"
2015-06-27,2016-06-26,Alexandra Jashinsky,Carollo Engineers ,Engineers,"2700 Ygnacio Valley Road, Suite 300
Walnut Creek, California 94598
(37.92554, -122.019439)"
2016-01-07,2017-01-06,Lynn Carley,"Trudy's Texas Star, Inc.",Restaurant,"8133 Mesa, Suite 206
Austin, Texas 78759
(30.373618, -97.75596)"
2014-12-21,2015-12-21,John Donisi,"Songhai Ventures, Inc.",Real Estate,"1106 Clayon Lane, Ste 524W
Austin, Texas 78723
(30.318041, -97.701258)"
2015-07-21,2016-07-20,Amanda Swor,KEEP Real Estate,Real Estate Development,"905 Nueces St
Austin, Texas 78701
(30.27287, -97.747232)"
2013-01-03,2014-01-03,Nicholas Miller,"Falkin/Platnick Realty Group, Incorporated",Property Owner,"70 Jackson Drive
Cranford, New Jersey 07016
(40.647724, -74.282639)"
2013-01-03,2014-01-03,Nicholas Miller,"Troublemaker Studios, LP",Film Industry,"4900 Old Manor Road
Austin, Texas 78723
(30.297856, -97.692135)"
2013-01-03,2014-01-03,Wm. Bray,"New TPG Four Points, LP, c/o Thomas Properties Group LLC",Property Owner,"515 South Flower Street, Eleventh Floor
Los Angeles, California 90071
(34.051329, -118.256309)"
2015-12-24,2016-12-23,Richard Suttle,Blenheim Corporation,Real Estate Investment/ Development,"5949 Sherry Lane, Suite 1230
Dallas, Texas 75225
(32.862324, -96.810102)"
2016-01-07,2017-01-06,Amanda Morrow,"Stubb's Austin Restaurant Company, LC c/o Reliable Construction Mgm Inc.",Restaurant,"5315B FM 1960 W No. 151
Houston, Texas 77069
"
2016-04-08,2017-04-08,Jeffrey Richard,SpawGlass,Construction Firm,"1111 Smith Road
Austin, Texas 78721
(30.255547, -97.680202)"
2014-12-21,2015-12-21,John Donisi,Inland American Communites,Real Estate Development,"3890 West Northwest Highway, Suite 601
Dallas, Texas 75220
(32.862426, -96.84976)"
2011-05-10,2012-05-09,Leonard Smith,Koontz-McCombs ,Land Development,"755 E Mulberry Ste 100
San Antonio, Texas 78218
(29.456792, -98.479332)"
2016-01-07,2017-01-06,Amanda Morrow,"Scott, John",Real Estate,"400 W. 15th St., Ste 808
Austin, Texas 78701
(30.278024, -97.743199)"
2011-05-10,2012-05-09,Leonard Smith,Freescale,"Design, Testing, Packaging and Marketing of Integraded Circuits","7700 West Parmer Lane
Austin, Texas 78729
(30.456469, -97.752836)"
2016-01-07,2017-01-06,Amanda Morrow,"AvalonPark Texas, L.P.",Real Estate Investment/Development,"3680 Avalon Park East Boulevard, Suite 300
Orlando, Florida 32828
(28.511532, -81.154106)"
2014-08-20,2015-08-20,Jimmy Bennett Sr. ,"Bridges, Will",Restaurant Owner,"710 Colorado
Austin, Texas 78701
(30.270002, -97.743548)"
2013-03-04,2014-03-04,Paul Salda?a,"Snappy Snacks Mobile Catering, Inc. ",Mobile Catering,"15630 Vision Drive
Pflugerville, Texas 78660
(30.450497, -97.661809)"
2013-03-04,2014-03-04,Paul Salda?a,Southwest Key/ East Austin College Prep Academy,Education/ Social Service Organization/Economic Development Corp,"6002 Jain Lane
Austin, Texas 78721
(30.260417, -97.682861)"
2015-12-24,2016-12-23,Richard Suttle,"Schneider, James c/o J.R. Schneider Construction ",Private Property Owner,"P.O. Box 50325
Austin, Texas 78763
"
2016-01-12,2017-01-11,Sheryl Cole,Central Health,Health Center,"1111 E. Cesar Chavez
Austin, Texas 78702
(30.260017, -97.732926)"
2015-10-15,2016-10-14,Michele Haussmann         ,"Emmis Radio Broadcasting Co., LP",Real Estate Development,"8309 North IH-35
Austin, Texas 78753
(30.3466, -97.69504)"
2013-05-01,2014-05-01,Gregorio Casar,Workers Defense Project,Non- Profit,"5604 Manor Road
Austin, Texas
(30.30366, -97.68229)"
2015-04-01,2016-03-31,Allen Thrower,"Blatt, Jeff",Zoning,"500 West 16th Street, Suite 102
Austin, Texas 78701
(30.279185, -97.743862)"
2016-01-07,2017-01-06,Amanda Morrow,HPI Real Estate & Services Investment,Real Estate Investment,"3600 N. Capital of Texas Hwy, Bldg. B, Suite 250
Austin, Texas 78746
(30.334901, -97.806653)"
2011-08-17,2012-08-16,Travis Phillips,"Saint Edward's University, Inc.",Real Property Owner,"3001 South Congress
Austin, Texas 78704
(30.231903, -97.758818)"
2016-01-07,2017-01-06,Amanda Morrow,The Gottesman Company,Real Estate Investment/Development,"600 Congress Avenue, Suite 400
Austin, Texas 78701
(30.268422, -97.742673)"
2015-12-24,2016-12-23,Richard Suttle,Ryan Companies,Real Estate,"111 Congress Avenue, Suite 1850
Austin, Texas 78701
(30.264003, -97.744309)"
2013-01-03,2014-01-03,Wm. Bray,"Bread & Circus, LLC ",Property Owner,"1007 East 40th Street
Austin, Texas 78751
(30.297108, -97.719591)"
2011-08-17,2012-08-16,Travis Phillips,Asterisk Group Incorporated,Property Owner,"1601 West 38th Street, Suite 201
Austin, Texas 78731
(30.308749, -97.749866)"
2016-01-07,2017-01-06,Lynn Carley,Brock Consulting Group,Real Estate Investment/Development,"P. O. Box 160340
Austin, Texas 78716
"
2015-10-23,2016-10-22,"Derlis ""Trey Salinas III",Brandywine Realty Trust,Real Estate,"300 Arboretum Pl., Ste 300
Richmond, Virginia 23236
(37.492655, -77.56517)"
2015-08-01,2016-07-31,Jeffrey  Howard,"Essex & Delancey, LLC",Real Estate Development,"P.O. Box 171029
Austin, Texas 78717
"
2015-10-23,2016-10-22,"Derlis ""Trey Salinas III","Wal-Mart Stores, Inc",Retail Merchant,"2001 Southeast 10 St
Bentonville, Arizona 72716
"
2015-10-23,2016-10-22,"Derlis ""Trey Salinas III",Gables Residential,Real Estate Investment/Development,"1540 North Avenue NW
Altanta, Georgia 30318
(33.768033, -84.438207)"
2015-10-10,2016-10-09,Mary Stratmann,"Hopper Communities, Inc",Real Estate,"229 E. Kingston Ave
Charlotte, North Carolina 28203
(35.21192, -80.85555)"
2015-12-24,2016-12-23,Richard Suttle,Goodstone LLC,Real Estate Investment,"401 Congress Ave., Ste. 1540
Austin, Texas 78701
(30.266187, -97.743476)"
2015-12-24,2016-12-23,Richard Suttle,"Cypress Realty VI Limited Partnership, c/o Cypress Real Estate Advisors",Real Estate Development,"301 Congress Avenue, Suite 1100
Austin, Texas 78701
(30.265358, -97.743798)"
2011-08-17,2012-08-16,Travis Phillips,"Ehrlich, Robert",Property Owner,"1601 W. 38th Street, Suite 206
Austin, Texas 78731
(30.308749, -97.749866)"
2015-10-06,2016-10-05,Steven Metcalfe,Springdale Farms,Real Estate,"755 Springdale Road
Austin, Texas 78702
(30.258059, -97.700372)"
2016-01-07,2017-01-06,Amanda Morrow,Simon Property Group,Real Estate Development,"225 West Washington Street
Indianapolis, Indiana 46204
(39.767182, -86.162725)"
2016-01-16,2017-01-15,Leah Bojo,MBC Engineers,Real Estate Development,"1035 Central Parkway North
San Antonio, Texas 78232
(29.570199, -98.475465)"
2012-10-22,2013-10-22,Donald Martin,"Brightman Energy, LLC",Electric Energy Provider,"100 Congress, Suite 2000
Austin, Texas 78701
(30.263396, -97.744545)"
2015-06-27,2016-06-26,Alexandra Jashinsky,"Reynolds, Cary & Cynthia",Property Owner,"1709 Bluebonnet Lane
Austin, Texas 78704
(30.254513, -97.772258)"
2011-04-14,2012-04-13,Roger Duncan ,VIA Motors ,Automaker,"975 North 1430 West
Orem, Utah 84057
(40.31525, -111.72994)"
2013-01-03,2014-01-03,Nicholas Miller,"5453 Burnet Park Venture, LLC",Property Owner/Developer,"5350 Burnet Road, #216
Austin, Texas 78756
(30.327632, -97.739745)"
2013-01-03,2014-01-03,Nicholas Miller,"Munson Park, Ltd.",Property Owner/Developer,"100 Congress Avenue, Suite 1540
Austin, Texas 78701
(30.263396, -97.744545)"
2015-10-15,2016-10-14,Michele Haussmann         ,Scenic Austin,Environmental Advocacy,"PO Box 6456
Austin, Texas 78762
"
2015-11-07,2016-11-06,Kelan Robinson,AMS Commercial Real Estate,Real Estate Development,"106 East 6th Street, Ste. 200
Austin, Texas 78701
"
2014-08-20,2015-08-20,Jimmy Bennett Sr. ,"Amini, Ashley",Property Development,"2612 Pecos Street
Austin, Texas 78703
(30.303978, -97.770143)"
2015-04-10,2016-04-09,Jack Kirfman,AFSCME 1624,Labor Union,"7901 Cameron Road
Austin, Texas 78754
(30.334832, -97.684828)"
2014-06-04,2015-06-04,Stepane Gharakhanian,Workers Defense Action Fund,"Economic Dev, Immigration, health and safety, etc.","5604 Manor Rd.
Austin, Texas 78723
(30.30366, -97.68229)"
2015-12-24,2016-12-23,Richard Suttle,Magnolia Montessori for all,Public School,"7302 Blinn Circle
Austin, Texas 78723
(30.322307, -97.676968)"
2011-08-17,2012-08-16,Travis Phillips,Capitol City Imports,Property Owner,"7900 South Congress Avenue
Austin, Texas 78704
(30.179185, -97.783319)"
2013-08-13,2014-08-13,Martha Harris,A T & T,"Network deployment, development, zoning and signage issues","816 Congress Avenue, Suite 1100
Austin, Texas 78701
(30.270433, -97.741932)"
2016-01-12,2017-01-11,Sheryl Cole,HNTB Corporation,"Architecture, engineering and planning services","701 Brazos Street, Ste 450
Austin, Texas 78701
(30.269196, -97.740908)"
2016-01-16,2017-01-15,Leah Bojo,The NRP Group,Developer,"200 Concord Plaza, Suite 900
San Antonio, Texas 78216
(29.506315, -98.480016)"
2013-01-03,2014-01-03,Wm. Bray,"Knight, Robert - Knight Real Estate",Property Owner,"207 East 2nd Street
Austin, Texas 78701
(30.263702, -97.742003)"
2015-10-23,2016-10-22,"Derlis ""Trey Salinas III",North Austin MUD No. 1,Real Estate,"2601 Forest Creek Drive
Round Rock, Texas 78665
(30.508631, -97.633074)"
2014-08-20,2015-08-20,Jimmy Bennett Sr. ,"Morrison, David",Property Development,"8310 Club Ridge
Austin, Texas 78735
(30.295035, -97.859155)"
2016-01-07,2017-01-06,Lynn Carley,"Schneider, James c/o J.R. Schneider Construction ",Private Property Owner,"P.O. Box 50325
Austin, Texas 78763
"
2016-01-07,2017-01-06,Lynn Carley,Goodstone LLC,Real Estate Investment,"401 Congress Ave., Ste. 1540
Austin, Texas 78701
(30.266187, -97.743476)"
2016-01-07,2017-01-06,Lynn Carley,Flux Factory,Real Estate Investment/Development,"1370 Harrison Street
San Francisco, California 94103
(37.771878, -122.410896)"
2014-01-09,2015-01-09,Katie King Ogden,Austin Diagnostic Clinic,Real Estate,"12221 N Mopac Espressway, 4th floor Medical Bldg.
Austin, Texas 78759
"
2015-10-23,2016-10-22,"Derlis ""Trey Salinas III",CCARE c/o Brandywine Realty Trust,Business League,"1501 S MoPac Ste 310
Austin, Texas 78746
(30.261738, -97.790284)"
2015-11-07,2016-11-06,Kelan Robinson,"Western Rim Investment Advisors, Inc",Real Estate,"2505 N State HWY 360, Ste 800
Grand Prairie, Texas 75050
(32.791512, -97.057971)"
2016-01-07,2017-01-06,Amanda Morrow,The Charter School Fund,Public School,"855 Broad Street #300
Boise, Ohio 83702
(43.6138, -116.206611)"
2016-01-07,2017-01-06,Amanda Morrow,"Rice, Robert",Real Estate Investment,"54 Rainey Street #1004
Austin, Texas 78701
(30.257341, -97.73931)"
2016-01-09,2017-01-08,Michele Lynch,Stratford Land,Real Estate Development,"5949 Sherry Lane, Suite 1750
Dallas, Texas 75225
(32.862324, -96.810102)"
2015-04-25,2016-04-24,Jed Buie,City of Dripping Springs,Infrastructure,"501 Mercer St., Ste 100
Dripping Spring, Texas 78620
(30.192578, -98.091442)"
2015-01-13,2016-01-13,Stephen Butler,"Alliance Residential, LLC",Real Estate Development,"3108 North Lamar
Austin, Texas 78705
(30.30064, -97.745985)"
2016-01-07,2017-01-06,Amanda Morrow,"Wilkinson, Julia Matthews",Real Estate Investment,"c/o Osborne, Helman, Knebel &amp; DeLeary L 301 Congress Ave., Ste. 1910
Austin, Texas 78701
"
2014-08-20,2015-08-20,Jimmy Bennett Sr. ,Affinity Homes Bob Rue,Contractor,"2624 University Club Dr.
Austin, Texas 78732
(30.360382, -97.887785)"
2013-03-04,2014-03-04,Paul Salda?a,"Fiestas Patrias of Austin, Inc. ",Non profit Cultural Arts,"1908 Holly Street
Austin, Texas 78702
(30.253234, -97.725575)"
2015-10-23,2016-10-22,"Derlis ""Trey Salinas III",Wells Branch MUD,,"3000 Shoreline Drive
Austin, Texas 78728
(30.454257, -97.683406)"
